,0,1,2
4548,2144,95,1
4549,205,6,1
4550,1041,3,1
4551,163,187,0
4552,769,9,1
4553,28,9,1
4554,732,1,1
4555,1066,45,0
4556,1281,3,1
4557,1481,6,1
4558,2006,15,1
4559,1227,67,0
4560,593,22,1
4561,2226,147,0
4562,2029,14,1
4563,420,6,1
4564,339,6,1
4565,587,55,0
4566,77,188,0
4567,1369,3,1
4568,1225,3,1
4569,1119,3,1
4570,2163,133,0
4571,1004,66,0
4572,1653,206,0
4573,242,5,1
4574,128,175,0
4575,171,42,1
4576,124,0,1
4577,1368,103,0
4578,80,68,0
4579,24,33,1
4580,2231,35,1
4581,1880,193,0
4582,1904,58,0
4583,1314,3,1
4584,1538,81,0
4585,1136,3,1
4586,2086,15,1
4587,1897,6,1
4588,1460,205,0
4589,1112,3,1
4590,486,6,1
4591,112,52,0
4592,513,171,0
4593,522,0,1
4594,2130,33,1
4595,899,176,0
4596,2035,103,0
4597,881,65,0
4598,410,6,1
4599,1841,30,0
4600,1047,5,1
4601,135,6,1
4602,1251,3,1
4603,1147,182,0
4604,1894,6,1
4605,882,128,0
4606,1479,75,0
4607,1042,3,1
4608,1965,15,1
4609,24,6,1
4610,2140,167,0
4611,1260,150,0
4612,1872,19,0
4613,1844,6,1
4614,165,6,1
4615,168,11,1
4616,838,26,0
4617,474,29,1
4618,796,131,0
4619,109,15,1
4620,1882,163,0
4621,2053,166,0
4622,639,113,0
4623,760,5,1
4624,574,93,1
4625,1539,87,0
4626,2003,15,1
4627,1466,43,0
4628,1356,76,0
4629,258,0,1
4630,225,14,1
4631,845,138,0
4632,97,35,1
4633,1288,214,0
4634,953,150,0
4635,1520,3,1
4636,43,64,0
4637,701,29,1
4638,1076,3,1
4639,864,208,0
4640,1469,15,1
4641,1786,46,0
4642,929,3,1
4643,139,120,1
4644,1108,3,1
4645,1287,186,0
4646,719,191,1
4647,579,20,1
4648,1641,209,0
4649,2070,205,0
4650,569,92,0
4651,403,34,1
4652,1067,79,0
4653,486,112,0
4654,109,44,1
4655,634,45,0
4656,733,6,1
4657,834,172,0
4658,2086,45,0
4659,1552,3,1
4660,202,5,1
4661,1737,24,0
4662,1610,184,0
4663,246,87,0
4664,1125,183,0
4665,937,5,1
4666,153,6,1
4667,2181,6,1
4668,410,34,1
4669,13,21,1
4670,980,3,1
4671,1676,70,1
4672,40,64,1
4673,1478,88,1
4674,1941,119,0
4675,378,8,1
4676,276,72,0
4677,1421,95,0
4678,2261,183,0
4679,1692,6,1
4680,194,8,1
4681,17,146,0
4682,2083,174,0
4683,761,13,1
4684,28,11,1
4685,782,160,0
4686,1998,15,1
4687,1981,118,0
4688,196,5,1
4689,433,33,1
4690,161,68,1
4691,448,17,1
4692,1910,6,1
4693,367,2,1
4694,1790,15,1
4695,1324,158,0
4696,1586,3,1
4697,1228,86,0
4698,982,3,1
4699,559,58,1
4700,1681,70,1
4701,1148,171,0
4702,183,6,1
4703,76,15,1
4704,630,98,0
4705,232,144,0
4706,1918,153,0
4707,55,19,1
4708,668,15,1
4709,1746,43,0
4710,661,20,1
4711,1090,146,0
4712,142,4,1
4713,516,144,0
4714,1641,45,0
4715,133,34,1
4716,52,0,0
4717,523,77,1
4718,309,63,0
4719,317,195,0
4720,451,6,1
4721,98,15,1
4722,1969,166,0
4723,2248,165,0
4724,1289,3,1
4725,1584,180,0
4726,316,6,1
4727,628,20,0
4728,882,186,0
4729,1090,202,0
4730,1016,114,0
4731,567,89,1
4732,1618,156,0
4733,2106,34,1
4734,352,127,0
4735,743,50,0
4736,40,51,1
4737,1533,106,0
4738,846,112,0
4739,1572,54,0
4740,1311,3,1
4741,703,6,1
4742,388,48,1
4743,197,101,0
4744,960,124,0
4745,1410,9,0
4746,1371,173,0
4747,1301,3,1
4748,1970,53,0
4749,1723,133,0
4750,249,6,1
4751,1261,2,0
4752,577,71,0
4753,1808,61,1
4754,1696,203,0
4755,341,25,0
4756,1343,42,0
4757,1314,49,0
4758,1459,48,1
4759,612,6,1
4760,768,89,1
4761,1819,179,0
4762,598,7,1
4763,2179,101,0
4764,457,61,1
4765,542,97,1
4766,2074,182,0
4767,26,15,1
4768,748,138,0
4769,1667,17,0
4770,109,5,1
4771,783,15,1
4772,7,15,1
4773,568,139,0
4774,2089,47,0
4775,3,41,0
4776,1620,6,1
4777,248,102,0
4778,997,63,0
4779,1851,174,0
4780,1600,163,0
4781,220,213,0
4782,962,66,0
4783,1536,144,0
4784,1044,53,0
4785,179,5,1
4786,411,6,1
4787,890,33,1
4788,451,33,1
4789,2220,35,1
4790,1862,9,0
4791,344,119,0
4792,1923,50,0
4793,35,139,0
4794,4,12,1
4795,634,3,1
4796,790,85,0
4797,447,124,0
4798,23,6,1
4799,65,101,1
4800,1407,9,0
4801,529,82,0
4802,1809,122,0
4803,919,6,1
4804,419,93,1
4805,1076,205,0
4806,1991,34,1
4807,492,6,1
4808,2186,38,0
4809,309,6,1
4810,1811,6,1
4811,98,61,1
4812,972,3,1
4813,76,136,0
4814,190,0,1
4815,753,74,0
4816,220,33,1
4817,930,113,0
4818,1518,33,0
4819,609,124,1
4820,106,0,1
4821,142,5,1
4822,847,76,0
4823,2196,46,0
4824,927,69,1
4825,2146,112,0
4826,293,165,1
4827,287,0,1
4828,212,17,1
4829,942,3,1
4830,1954,6,1
4831,1853,14,0
4832,1665,16,0
4833,655,122,0
4834,1221,3,1
4835,1370,191,0
4836,648,10,0
4837,1745,3,1
4838,621,5,1
4839,1948,49,0
4840,251,6,1
4841,105,105,0
4842,356,14,1
4843,473,8,1
4844,1355,3,1
4845,573,120,0
4846,1824,65,0
4847,293,15,1
4848,2183,73,0
4849,68,109,1
4850,94,40,1
4851,73,14,1
4852,882,6,1
4853,97,36,1
4854,2111,191,0
4855,1914,181,0
4856,93,124,1
4857,1736,172,0
4858,581,0,0
4859,199,159,0
4860,853,117,1
4861,362,14,1
4862,224,15,1
4863,127,0,1
4864,2179,105,0
4865,590,5,1
4866,1857,76,0
4867,41,75,1
4868,1187,3,1
4869,3,60,0
4870,2044,61,1
4871,857,64,1
4872,849,29,0
4873,151,8,1
4874,173,119,1
4875,1803,23,0
4876,1603,6,1
4877,1465,149,0
4878,227,15,1
4879,1610,214,0
4880,453,146,0
4881,1439,210,0
4882,1665,50,0
4883,1534,3,1
4884,242,160,0
4885,421,6,1
4886,2153,113,0
4887,971,3,1
4888,1407,203,0
4889,1533,130,0
4890,1523,159,0
4891,1002,3,1
4892,1013,3,1
4893,1996,1,0
4894,3,5,1
4895,351,14,1
4896,2193,139,0
4897,884,6,1
4898,2102,15,1
4899,451,48,1
4900,586,5,1
4901,400,14,1
4902,1934,81,0
4903,2153,183,0
4904,470,58,0
4905,935,3,1
4906,1006,39,0
4907,1965,14,1
4908,1978,60,0
4909,536,0,1
4910,81,12,0
4911,382,22,0
4912,618,6,1
4913,658,7,1
4914,619,146,0
4915,405,49,0
4916,1291,13,0
4917,2029,15,1
4918,1891,202,0
4919,586,8,1
4920,527,153,0
4921,92,14,1
4922,576,80,1
4923,1312,28,0
4924,54,14,1
4925,1123,3,1
4926,266,46,0
4927,2146,202,0
4928,1450,5,0
4929,1775,5,1
4930,1121,176,0
4931,74,35,1
4932,786,1,0
4933,81,44,0
4934,581,6,1
4935,1690,28,0
4936,2057,79,0
4937,899,26,0
4938,735,180,0
4939,700,175,0
4940,651,26,1
4941,877,180,0
4942,1540,74,0
4943,336,16,1
4944,196,75,0
4945,935,172,0
4946,1684,141,0
4947,1566,52,0
4948,2127,14,1
4949,473,86,1
4950,1397,154,0
4951,328,14,1
4952,1617,209,0
4953,336,32,0
4954,504,76,0
4955,1579,34,0
4956,1734,37,0
4957,171,146,0
4958,589,36,1
4959,1963,34,1
4960,1234,65,0
4961,1693,64,0
4962,104,122,0
4963,1536,204,0
4964,1861,163,0
4965,1024,3,1
4966,1985,162,0
4967,1888,6,1
4968,97,5,1
4969,869,117,1
4970,690,83,1
4971,283,88,0
4972,2092,31,0
4973,686,35,1
4974,1832,175,0
4975,2085,6,1
4976,183,33,0
4977,2103,34,1
4978,1696,136,0
4979,1399,3,1
4980,1284,25,0
4981,376,130,1
4982,417,143,0
4983,2199,42,0
4984,1417,38,0
4985,159,6,1
4986,1466,3,1
4987,2234,173,0
4988,1165,193,0
4989,1788,113,0
4990,1242,148,0
4991,1240,3,1
4992,622,146,0
4993,117,5,1
4994,266,92,1
4995,403,83,0
4996,69,9,1
4997,2249,6,1
4998,318,5,1
4999,157,83,0
5000,38,36,1
5001,1499,184,0
5002,1799,0,0
5003,1490,3,1
5004,31,46,1
5005,536,6,1
5006,1926,118,0
5007,1869,6,1
5008,1426,59,0
5009,2046,61,1
5010,1875,80,0
5011,2021,96,0
5012,401,34,0
5013,589,14,1
5014,39,39,1
5015,97,3,1
5016,856,59,0
5017,1761,3,1
5018,2130,92,0
5019,451,37,0
5020,1365,207,0
5021,246,188,0
5022,2215,14,0
5023,1139,3,1
5024,68,173,0
5025,1296,161,0
5026,1752,5,1
5027,0,0,1
5028,292,69,0
5029,293,148,0
5030,1396,174,0
5031,2026,15,1
5032,48,19,1
5033,2069,34,1
5034,10,6,1
5035,588,90,0
5036,1827,19,0
5037,193,28,0
5038,1670,70,1
5039,629,65,0
5040,1277,133,0
5041,113,0,1
5042,980,99,0
5043,1141,3,1
5044,1516,73,0
5045,734,125,0
5046,535,14,1
5047,2005,89,1
5048,1512,50,0
5049,2122,14,1
5050,1919,162,0
5051,1889,151,0
5052,172,84,0
5053,1039,98,0
5054,25,19,1
5055,1987,110,0
5056,1197,118,0
5057,1515,162,0
5058,315,53,0
5059,328,0,1
5060,1685,3,1
5061,634,73,0
5062,635,6,1
5063,2109,15,1
5064,1805,162,0
5065,161,9,1
5066,122,35,1
5067,810,37,0
5068,1580,195,0
5069,62,5,1
5070,2216,48,0
5071,110,8,1
5072,1597,29,1
5073,53,6,1
5074,1439,38,0
5075,1577,3,1
5076,1733,210,0
5077,2174,79,0
5078,2013,95,0
5079,928,110,0
5080,2014,29,0
5081,653,6,1
5082,900,79,0
5083,126,6,1
5084,321,168,1
5085,1112,31,0
5086,644,131,0
5087,354,0,1
5088,122,89,1
5089,365,136,1
5090,180,108,0
5091,341,15,1
5092,819,185,0
5093,134,139,0
5094,1303,3,1
5095,167,105,0
5096,562,91,1
5097,1987,6,1
5098,387,149,0
5099,535,6,1
5100,1739,74,0
5101,1462,30,1
5102,250,1,0
5103,1003,147,0
5104,679,125,0
5105,1111,119,0
5106,1607,80,0
5107,379,70,1
5108,1229,3,1
5109,1581,71,0
5110,702,26,1
5111,433,15,1
5112,334,109,0
5113,2018,169,0
5114,1081,117,0
5115,297,14,1
5116,116,15,1
5117,2137,14,0
5118,1156,162,0
5119,1552,204,0
5120,435,7,0
5121,821,6,1
5122,1800,15,1
5123,224,33,1
5124,2192,26,0
5125,853,64,1
5126,1001,3,1
5127,275,84,1
5128,1978,6,1
5129,629,55,0
5130,1887,6,1
5131,567,6,1
5132,421,90,0
5133,264,26,0
5134,1080,177,0
5135,1494,187,0
5136,1570,0,0
5137,1493,3,1
5138,92,2,1
5139,551,196,0
5140,588,35,1
5141,1351,106,0
5142,1974,139,0
5143,1300,3,1
5144,1112,112,0
5145,2116,207,0
5146,734,138,0
5147,55,187,0
5148,1681,53,0
5149,805,205,0
5150,2143,15,1
5151,85,41,1
5152,1352,3,1
5153,1581,59,0
5154,1623,161,0
5155,749,179,0
5156,44,11,1
5157,581,185,1
5158,2168,100,0
5159,1629,6,1
5160,1937,190,0
5161,55,5,1
5162,510,7,1
5163,1273,3,1
5164,885,165,0
5165,1965,82,0
5166,171,5,1
5167,626,97,1
5168,1533,3,1
5169,742,70,1
5170,1697,15,1
5171,827,6,1
5172,1179,58,0
5173,625,51,1
5174,77,20,0
5175,1130,3,1
5176,1035,3,1
5177,380,32,1
5178,1168,184,0
5179,1111,3,1
5180,758,215,0
5181,1182,3,1
5182,740,159,0
5183,184,47,0
5184,311,26,1
5185,1908,61,1
5186,1879,6,1
5187,1021,3,1
5188,90,95,0
5189,68,17,1
5190,448,6,1
5191,1224,102,0
5192,889,210,0
5193,770,77,0
5194,218,15,1
5195,1094,58,0
5196,125,27,0
5197,41,160,0
5198,64,5,1
5199,1465,43,0
5200,1575,3,1
5201,1088,3,1
5202,978,194,0
5203,948,3,1
5204,1988,94,0
5205,214,6,1
5206,1755,3,1
5207,1979,14,1
5208,1330,128,0
5209,2001,14,1
5210,2010,46,0
5211,352,209,0
5212,816,16,1
5213,1426,70,0
5214,649,8,1
5215,70,26,1
5216,195,163,0
5217,282,52,0
5218,52,5,1
5219,507,210,0
5220,1379,163,0
5221,2170,52,0
5222,2099,133,0
5223,720,3,1
5224,2193,33,1
5225,1360,3,1
5226,838,8,1
5227,1331,3,1
5228,542,215,0
5229,1068,175,0
5230,1484,61,0
5231,2108,201,0
5232,369,41,0
5233,2116,150,0
5234,1011,6,0
5235,896,8,0
5236,326,8,1
5237,1507,3,1
5238,271,47,0
5239,1913,6,1
5240,1302,112,0
5241,1317,39,0
5242,769,50,0
5243,554,122,0
5244,621,122,0
5245,331,6,1
5246,365,161,1
5247,2182,145,0
5248,2233,126,0
5249,1781,5,1
5250,2065,183,0
5251,2256,156,0
5252,764,15,1
5253,540,22,0
5254,239,50,0
5255,1999,76,0
5256,2048,70,0
5257,1226,3,1
5258,223,4,0
5259,279,28,0
5260,1433,54,0
5261,952,195,0
5262,745,15,1
5263,336,34,1
5264,429,5,1
5265,1260,147,0
5266,45,5,1
5267,2022,15,1
5268,808,137,0
5269,288,6,1
5270,957,3,1
5271,1294,91,0
5272,263,14,1
5273,1699,102,1
5274,921,153,0
5275,1885,6,1
5276,1437,177,0
5277,1646,199,0
5278,1837,6,1
5279,1648,21,0
5280,84,3,1
5281,1458,106,0
5282,1197,198,0
5283,148,58,1
5284,1996,14,1
5285,398,5,1
5286,78,61,1
5287,766,199,1
5288,168,0,1
5289,100,5,1
5290,357,6,1
5291,57,35,1
5292,1382,203,0
5293,1644,6,1
5294,1829,6,1
5295,1060,3,1
5296,258,20,1
5297,6,14,1
5298,1428,109,0
5299,2119,34,1
5300,2235,209,0
5301,1367,3,1
5302,2189,6,0
5303,1660,23,0
5304,539,57,1
5305,1563,3,1
5306,1197,202,0
5307,1566,3,1
5308,2079,80,0
5309,1821,6,1
5310,1071,28,0
5311,945,3,1
5312,1922,6,1
5313,1303,210,0
5314,2065,33,1
5315,353,5,1
5316,2252,15,0
5317,174,14,1
5318,383,89,0
5319,473,132,1
5320,1913,168,0
5321,2063,31,0
5322,248,5,1
5323,55,3,0
5324,1248,83,0
5325,61,0,1
5326,247,174,0
5327,1017,3,1
5328,1123,179,0
5329,1037,118,0
5330,651,180,1
5331,223,128,0
5332,421,5,1
5333,577,121,0
5334,442,51,0
5335,333,87,1
5336,169,76,1
5337,1906,6,1
5338,220,14,1
5339,884,56,0
5340,1999,15,1
5341,1065,120,0
5342,1925,88,0
5343,77,5,1
5344,190,41,1
5345,966,83,0
5346,2004,15,1
5347,1826,57,0
5348,41,131,0
5349,94,35,1
5350,222,70,0
5351,1416,158,0
5352,33,6,1
5353,533,0,1
5354,589,46,0
5355,872,117,0
5356,1337,180,0
5357,348,19,1
5358,113,190,0
5359,2049,115,0
5360,57,0,1
5361,1115,39,0
5362,97,8,1
5363,62,14,1
5364,2000,14,1
5365,56,6,1
5366,893,89,1
5367,599,120,0
5368,1576,178,0
5369,2095,211,0
5370,1196,99,0
5371,707,174,0
5372,869,64,1
5373,802,97,1
5374,1950,114,0
5375,543,18,0
5376,535,15,1
5377,75,35,0
5378,1553,12,0
5379,1799,14,1
5380,1513,3,1
5381,2005,34,1
5382,190,9,1
5383,519,6,1
5384,1448,25,0
5385,1289,202,0
5386,1476,14,1
5387,2148,8,0
5388,2117,33,1
5389,931,38,0
5390,508,6,1
5391,485,188,0
5392,1340,3,1
5393,1165,3,1
5394,2246,6,1
5395,958,44,0
5396,451,40,1
5397,482,9,0
5398,1914,6,1
5399,1405,184,0
5400,144,103,1
5401,642,112,0
5402,833,6,1
5403,1742,3,1
5404,94,9,1
5405,379,15,1
5406,1337,3,1
5407,320,6,1
5408,2161,152,0
5409,1136,166,0
5410,270,128,0
5411,92,6,1
5412,708,8,1
5413,1724,117,0
5414,238,116,0
5415,250,212,0
5416,236,110,0
5417,1492,3,1
5418,208,120,0
5419,1560,154,0
5420,1762,1,0
5421,846,173,0
5422,434,5,1
5423,1336,69,0
5424,108,40,1
5425,108,35,1
5426,88,153,0
5427,1602,144,0
5428,1980,180,0
5429,596,64,1
5430,499,78,0
5431,1500,179,0
5432,1465,5,1
5433,1156,207,0
5434,98,38,1
5435,1979,30,0
5436,1271,3,1
5437,474,24,0
5438,345,183,0
5439,2017,205,0
5440,351,15,1
5441,345,6,1
5442,691,165,0
5443,318,19,1
5444,141,21,0
5445,2230,15,1
5446,1542,214,0
5447,451,174,1
5448,438,123,0
5449,269,55,0
5450,242,62,0
5451,448,34,1
5452,714,157,0
5453,2040,96,0
5454,263,2,1
5455,767,1,1
5456,1708,3,1
5457,269,134,0
5458,335,5,1
5459,89,5,1
5460,562,152,0
5461,1629,26,0
5462,1003,127,0
5463,448,90,0
5464,1404,48,0
5465,255,16,1
5466,108,0,1
5467,15,37,0
5468,440,58,1
5469,1801,1,0
5470,328,6,1
5471,860,0,0
5472,666,58,0
5473,672,143,0
5474,983,81,0
5475,210,101,0
5476,1025,3,1
5477,2119,176,0
5478,876,134,0
5479,96,14,1
5480,847,86,1
5481,144,8,1
5482,1234,147,0
5483,500,178,1
5484,1455,120,0
5485,510,132,0
5486,365,129,1
5487,2177,18,0
5488,477,29,1
5489,1965,50,0
5490,1871,19,0
5491,129,89,1
5492,271,180,0
5493,1809,97,0
5494,944,41,0
5495,217,4,1
5496,1845,6,1
5497,1489,141,0
5498,175,15,1
5499,990,175,0
5500,1874,54,0
5501,1845,210,0
5502,560,41,1
5503,3,9,1
5504,1407,192,0
5505,378,15,1
5506,367,46,0
5507,1671,93,0
5508,2142,51,0
5509,63,5,1
5510,751,196,1
5511,810,99,0
5512,1175,39,0
5513,60,91,1
5514,1131,3,1
5515,1568,112,0
5516,1129,149,0
5517,14,70,0
5518,189,6,1
5519,2177,6,1
5520,500,120,1
5521,1121,154,0
5522,1829,55,0
5523,1292,3,1
5524,2139,215,0
5525,1893,64,0
5526,365,154,1
5527,1040,64,0
5528,2144,27,0
5529,1273,44,0
5530,331,5,1
5531,393,66,1
5532,1403,184,0
5533,2046,150,0
5534,2236,35,1
5535,2094,111,0
5536,537,69,1
5537,1529,157,0
5538,197,186,0
5539,1059,105,0
5540,889,14,1
5541,690,79,1
5542,1008,164,0
5543,1816,54,0
5544,191,80,1
5545,663,26,1
5546,2189,38,0
5547,369,177,0
5548,2053,14,1
5549,1012,31,0
5550,303,5,1
5551,1837,36,0
5552,47,207,0
5553,1044,5,1
5554,533,9,1
5555,1588,3,1
5556,1414,98,0
5557,539,181,1
5558,1800,14,1
5559,877,153,0
5560,272,5,1
5561,111,204,0
5562,1071,112,0
5563,2214,194,0
5564,152,35,1
5565,1029,128,0
5566,1599,34,0
5567,684,183,0
5568,1949,6,1
5569,1486,3,1
5570,1993,6,1
5571,1013,25,0
5572,336,33,1
5573,1365,50,0
5574,365,20,1
5575,1909,6,1
5576,193,8,1
5577,1458,132,1
5578,68,2,1
5579,724,15,0
5580,2159,6,1
5581,1539,178,0
5582,1580,170,0
5583,475,15,1
5584,1354,18,0
5585,38,58,1
5586,356,5,1
5587,1876,180,0
5588,1574,3,1
5589,1779,3,1
5590,1302,3,1
5591,1193,210,0
5592,1688,6,1
5593,1110,3,1
5594,326,14,1
5595,149,7,1
5596,967,138,0
5597,484,89,1
5598,1496,206,0
5599,1738,138,0
5600,1226,62,0
5601,1435,135,0
5602,295,6,1
5603,843,48,1
5604,537,26,1
5605,1697,64,0
5606,799,15,1
5607,1632,163,0
5608,117,0,1
5609,491,192,0
5610,1601,6,1
5611,1731,107,0
5612,1685,88,0
5613,84,6,1
5614,974,3,1
5615,1567,68,0
5616,1477,190,0
5617,405,6,1
5618,825,89,1
5619,537,103,0
5620,552,100,1
5621,159,35,1
5622,1000,63,0
5623,532,56,0
5624,1602,101,0
5625,475,8,1
5626,79,88,0
5627,1242,132,0
5628,564,170,1
5629,609,34,0
5630,103,190,0
5631,2069,14,1
5632,1196,3,1
5633,1796,34,1
5634,1740,36,0
5635,827,87,0
5636,821,30,1
5637,1856,66,0
5638,942,64,0
5639,2162,86,0
5640,2180,39,0
5641,1546,26,0
5642,551,6,1
5643,1054,212,0
5644,2228,39,0
5645,1633,90,0
5646,2010,14,1
5647,1734,5,1
5648,917,63,0
5649,1715,61,1
5650,461,6,1
5651,1793,6,1
5652,1350,3,1
5653,832,15,1
5654,1687,2,0
5655,907,0,1
5656,1508,200,0
5657,1222,3,1
5658,1564,30,0
5659,212,58,1
5660,2228,2,0
5661,1323,3,1
5662,2030,129,0
5663,1767,91,0
5664,1155,56,0
5665,2014,33,1
5666,90,6,1
5667,282,135,0
5668,382,53,0
5669,1944,85,0
5670,195,31,1
5671,582,34,1
5672,619,141,0
5673,433,74,0
5674,79,14,1
5675,372,6,1
5676,1901,6,1
5677,1578,3,1
5678,2216,121,0
5679,1388,45,0
5680,898,93,1
5681,1097,118,0
5682,1810,26,1
5683,340,100,0
5684,371,34,1
5685,387,5,1
5686,1364,80,0
5687,306,166,1
5688,2253,6,1
5689,1928,134,0
5690,911,22,0
5691,1500,3,1
5692,250,47,0
5693,221,29,1
5694,90,164,0
5695,212,127,0
5696,2109,165,0
5697,92,41,1
5698,16,42,0
5699,1442,145,0
5700,1037,133,0
5701,88,6,1
5702,2228,111,0
5703,1166,81,0
5704,1935,40,0
5705,613,84,0
5706,876,6,1
5707,1825,6,1
5708,451,3,1
5709,1228,202,0
5710,1392,3,1
5711,68,33,1
5712,1295,127,0
5713,692,34,1
5714,104,33,1
5715,728,148,0
5716,139,25,0
5717,1767,5,1
5718,1464,8,1
5719,1232,104,0
5720,524,16,1
5721,45,84,1
5722,335,6,1
5723,2118,6,1
5724,973,77,0
5725,190,3,1
5726,1257,207,0
5727,1239,3,1
5728,1062,75,0
5729,2053,4,0
5730,690,38,0
5731,1047,3,1
5732,206,5,1
5733,563,89,1
5734,889,34,1
5735,140,140,0
5736,2041,206,0
5737,508,134,0
5738,572,34,1
5739,280,155,1
5740,349,82,1
5741,567,198,0
5742,1948,154,0
5743,1501,205,0
5744,286,9,0
5745,842,6,1
5746,1794,6,1
5747,690,57,0
5748,2168,6,1
5749,114,42,1
5750,198,26,0
5751,2030,134,0
5752,1287,190,0
5753,1890,6,1
5754,664,132,1
5755,263,73,1
5756,1633,148,0
5757,213,31,0
5758,1086,54,0
5759,79,35,1
5760,1258,106,0
5761,770,187,0
5762,104,41,1
5763,1859,6,1
5764,286,47,0
5765,1638,135,0
5766,1743,152,0
5767,1607,55,0
5768,430,2,1
5769,1116,77,0
5770,155,20,1
5771,851,117,1
5772,1907,11,0
5773,328,11,1
5774,1561,7,0
5775,332,26,1
5776,206,2,0
5777,20,204,0
5778,1137,182,0
5779,2099,15,1
5780,1654,6,1
5781,971,178,0
5782,536,189,0
5783,124,5,1
5784,1832,1,0
5785,204,6,1
5786,444,15,1
5787,84,118,1
5788,1128,3,1
5789,1188,3,1
5790,1542,3,1
5791,2038,12,0
5792,1092,85,0
5793,325,76,0
5794,886,6,1
5795,284,95,1
5796,111,106,1
5797,1986,41,0
5798,1411,3,1
5799,1189,181,0
5800,626,147,0
5801,1973,15,1
5802,1838,187,0
5803,986,105,0
5804,607,116,0
5805,2112,33,1
5806,169,44,1
5807,701,90,0
5808,1470,152,0
5809,1900,128,0
5810,94,81,0
5811,1415,187,0
5812,1972,15,1
5813,430,14,1
5814,2258,102,0
5815,1639,195,0
5816,936,3,1
5817,90,30,1
5818,428,178,0
5819,222,82,0
5820,1425,3,1
5821,2226,33,1
5822,1469,156,0
5823,1614,185,0
5824,1800,34,1
5825,2139,141,0
5826,1836,63,0
5827,220,15,1
5828,856,184,0
5829,722,177,0
5830,1929,185,0
5831,1717,6,1
5832,503,120,1
5833,2189,15,1
5834,2028,12,0
5835,2098,15,1
5836,92,8,1
5837,133,3,1
5838,1530,75,0
5839,1693,175,0
5840,1550,38,0
5841,569,2,0
5842,1244,91,0
5843,92,3,1
5844,74,112,1
5845,1728,164,0
5846,1379,3,1
5847,1412,152,0
5848,1941,159,0
5849,1793,169,0
5850,1032,3,1
5851,617,70,0
5852,93,7,1
5853,464,4,1
5854,305,96,0
5855,27,26,0
5856,846,163,0
5857,20,6,1
5858,466,156,0
5859,171,119,1
5860,2060,188,0
5861,1388,17,0
5862,1743,17,0
5863,1616,55,0
5864,1836,14,1
5865,2170,111,0
5866,1479,14,1
5867,1353,3,1
5868,1964,72,0
5869,2075,34,1
5870,1966,14,1
5871,1493,31,0
5872,1325,201,0
5873,185,59,0
5874,1470,162,0
5875,1566,141,0
5876,2109,163,0
5877,387,167,0
5878,896,15,1
5879,381,69,0
5880,104,4,1
5881,419,15,1
5882,1631,122,0
5883,1407,3,1
5884,2103,114,0
5885,418,130,0
5886,365,0,1
5887,2110,14,1
5888,1372,4,0
5889,628,6,1
5890,835,204,1
5891,543,23,1
5892,462,58,0
5893,1381,3,1
5894,546,8,1
5895,1167,166,0
5896,76,38,0
5897,1095,3,1
5898,919,202,0
5899,172,29,1
5900,241,6,1
5901,1868,95,0
5902,2018,14,1
5903,1287,3,1
5904,460,4,1
5905,171,6,1
5906,1601,7,0
5907,999,3,1
5908,798,6,1
5909,86,53,0
5910,940,3,1
5911,254,35,1
5912,1599,10,0
5913,1186,198,0
5914,394,43,0
5915,434,6,1
5916,270,29,1
5917,900,8,1
5918,968,5,1
5919,21,30,1
5920,1656,42,1
5921,1989,134,0
5922,1577,166,0
5923,986,3,1
5924,1593,29,0
5925,2215,39,0
5926,856,130,0
5927,1420,15,0
5928,123,3,1
5929,1931,6,1
5930,321,6,1
5931,2112,19,0
5932,2232,33,1
5933,624,185,1
5934,551,192,0
5935,2062,199,0
5936,1825,4,0
5937,679,101,0
5938,742,201,0
5939,166,141,0
5940,1451,3,1
5941,2183,14,1
5942,1722,3,1
5943,767,18,0
5944,599,18,1
5945,625,134,0
5946,97,7,1
5947,267,13,0
5948,648,105,1
5949,813,8,1
5950,1023,3,1
5951,100,182,0
5952,175,46,1
5953,1896,61,0
5954,2132,47,0
5955,541,49,0
5956,1880,185,0
5957,85,35,1
5958,142,14,1
5959,1292,57,0
5960,2031,168,0
5961,1463,3,1
5962,907,138,0
5963,1327,10,0
5964,573,6,0
5965,1984,6,1
5966,1895,119,0
5967,2036,15,1
5968,175,5,1
5969,2144,66,1
5970,98,0,1
5971,799,17,0
5972,188,148,1
5973,2005,156,0
5974,789,9,0
5975,595,43,0
5976,345,5,1
5977,857,107,0
5978,998,3,1
5979,2006,38,0
5980,109,88,0
5981,349,89,1
5982,716,112,0
5983,40,66,1
5984,1308,3,1
5985,154,5,1
5986,1687,6,1
5987,1529,135,0
5988,537,0,1
5989,1886,3,1
5990,1906,103,0
5991,1645,64,0
5992,109,9,1
5993,152,95,1
5994,1139,64,0
5995,126,56,0
5996,2210,149,0
5997,172,5,1
5998,448,5,1
5999,1008,198,0
6000,1412,3,1
6001,1258,3,1
6002,362,167,0
6003,2132,2,0
6004,708,78,0
6005,1930,6,1
6006,2017,14,1
6007,39,144,0
6008,735,25,0
6009,297,122,0
6010,149,38,1
6011,716,100,0
6012,1873,100,0
6013,185,37,0
6014,281,62,0
6015,1568,141,0
6016,632,109,0
6017,1092,3,1
6018,1284,3,1
6019,2162,55,0
6020,1239,51,0
6021,175,70,0
6022,839,6,1
6023,762,168,1
